timestamp,x,y,z,w
117369472703,-0.0618896,0.00488281,0.0924072,0.993774
117369490605,-0.0419922,0.00897217,0.154846,0.987
117369510179,-0.0235596,0.0134277,0.215149,0.976196
117369532708,-0.00494385,0.0169678,0.271301,0.96228
117369549158,0.0145874,0.022644,0.321716,0.946411
117369570192,0.0371094,0.0317993,0.365234,0.929565
117369588083,0.0578003,0.0430298,0.398315,0.914368
117369609166,0.0731201,0.0545654,0.423096,0.901428
117369630210,0.0817871,0.0653687,0.43988,0.891846
117369648162,0.0922241,0.071106,0.450989,0.884827
117369669136,0.106628,0.0952148,0.483765,0.863403
117369690207,0.119019,0.117676,0.484619,0.858521
117369712763,0.114746,0.116638,0.470398,0.867065
117369730666,0.0981445,0.0986938,0.464783,0.87439
117369753117,0.081604,0.0886841,0.461487,0.878906
117369772670,0.0648193,0.0790405,0.457642,0.883179
117369791216,0.0563965,0.0704956,0.453125,0.886841
117369810276,0.0543213,0.0656738,0.445862,0.890991
117369832705,0.0534058,0.0601807,0.438721,0.894958
117369850651,0.0530396,0.0551147,0.433716,0.897766
117369870210,0.0516968,0.0517578,0.43042,0.899597
117369892710,0.0494995,0.0493774,0.427551,0.901245
117369910617,0.0466919,0.0469971,0.425598,0.902466
117369937824,0.0443726,0.0441284,0.426208,0.902405
117369952743,0.0427856,0.0421143,0.428711,0.901367
117369970638,0.041748,0.0418091,0.431213,0.900269
117369990371,0.0410156,0.041748,0.432922,0.899475
117370012685,0.0408936,0.0406494,0.435242,0.898438
117370030620,0.0407715,0.0396729,0.438904,0.896667
117370050273,0.0408936,0.0387573,0.442383,0.89502
117370074312,0.041626,0.0379639,0.444946,0.893738
117370096793,0.0426025,0.0374146,0.447876,0.892273
