timestamp,x,y,z
12900435934,0.824219,-0.0556641,0.431152
12900441269,0.797363,-0.108398,0.450684
12900463783,0.837402,-0.10791,0.457031
12900478826,0.828125,-0.0644531,0.480469
12900501262,0.758301,0.00244141,0.571777
12900523842,0.750488,-0.015625,0.641113
12900538931,0.801758,-0.0693359,0.695801
12900561317,0.933594,-0.112305,0.76709
12900583846,1.01367,-0.0258789,0.759766
12900598895,0.802246,0.249512,0.801758
12900621319,0.623047,0.290527,0.815918
12900643824,0.530762,0.197754,0.788086
12900658884,0.547363,0.149414,0.736328
12900681431,0.625977,0.166016,0.671875
12900703813,0.695312,0.166504,0.636719
12900718787,0.756348,0.106934,0.611328
12900741357,0.784668,0.0800781,0.59668
12900763784,0.787109,0.12207,0.620605
12900778880,0.775879,0.10498,0.658691
12900801285,0.746582,0.0664062,0.6875
12900826791,0.72168,0.0273438,0.714844
12900838850,0.697266,0.0307617,0.710938
12900861253,0.69873,0.0224609,0.703125
12900883850,0.697266,0.0151367,0.70459
12900898851,0.708984,0.0112305,0.686523
12900921482,0.710449,0.03125,0.658691
12900939388,0.70166,0.0200195,0.648926
12900958846,0.70459,0.0131836,0.642578
12900981292,0.713379,0.0375977,0.623535
12900999166,0.72168,0.034668,0.613281
12901018755,0.744629,0.0390625,0.616699
12901041280,0.758789,0.034668,0.643555
12901059218,0.768555,0.050293,0.655273
12901078733,0.765625,0.0620117,0.64209
12901101471,0.750488,0.0415039,0.662598
12901119179,0.733887,0.0356445,0.659668
12901141646,0.728027,0.0415039,0.65332
12901161407,0.713867,0.0610352,0.666016
12901179184,0.692383,0.046875,0.665039
12901198928,0.70166,0.0239258,0.659668
12901221254,0.709961,0.0341797,0.654297
12901239240,0.713867,0.0522461,0.646973
12901258810,0.72998,0.0541992,0.655762
12901281340,0.728516,0.0498047,0.648438
12901299211,0.73877,0.0512695,0.654297
12901318828,0.751465,0.043457,0.648926
12901341319,0.746582,0.0595703,0.663086
12901359188,0.720215,0.0610352,0.658691
12901378845,0.703613,0.0478516,0.65332
12901401277,0.693359,0.0249023,0.662109
12901423737,0.686035,0.0385742,0.66748
12901438770,0.686035,0.0341797,0.666504
12901461326,0.705566,0.0209961,0.663086
12901479176,0.712891,0.03125,0.657227
12901498817,0.729492,0.0356445,0.65918
12901521365,0.731445,0.0507812,0.657227
12901543861,0.73291,0.0561523,0.654785
12901560201,0.722168,0.0493164,0.658203
12901581319,0.715332,0.0410156,0.660156
12901603824,0.710938,0.0483398,0.658691
12901620205,0.713379,0.0488281,0.674316
12901641400,0.71582,0.0498047,0.671875
12901663709,0.711426,0.0537109,0.666504
12901680218,0.714844,0.0512695,0.659668
