timestamp,roll,pitch,yaw
12966426013,0.237105,-0.37043,-0.131933
12966448553,0.235985,-0.369758,-0.131627
12966462842,0.235003,-0.368939,-0.131454
12966486008,0.234671,-0.368337,-0.131312
12966508519,0.233854,-0.367768,-0.131205
12966522827,0.232797,-0.367441,-0.131083
12966553502,0.232784,-0.36707,-0.131158
12966568546,0.2325,-0.366441,-0.131272
12966582781,0.232127,-0.365932,-0.13151
12966605952,0.231664,-0.365543,-0.131872
12966628482,0.231709,-0.365107,-0.132325
12966642840,0.23164,-0.364805,-0.132773
12966665979,0.231348,-0.364525,-0.133306
12966688504,0.231954,-0.364181,-0.134004
12966702831,0.231809,-0.363717,-0.134792
12966725971,0.230759,-0.363461,-0.135308
12966748497,0.230827,-0.363012,-0.135889
12966762830,0.231134,-0.362321,-0.136484
12966785997,0.231082,-0.362147,-0.136952
12966808548,0.230505,-0.361894,-0.13731
12966822773,0.230481,-0.361908,-0.137182
12966845917,0.230618,-0.361761,-0.137314
12966868506,0.230618,-0.361761,-0.137314
12966889593,0.230083,-0.361414,-0.137293
12966905920,0.229395,-0.361086,-0.13712
12966928578,0.229834,-0.360833,-0.136921
12966949687,0.230287,-0.360952,-0.136647
12966965981,0.231014,-0.361083,-0.136427
12966988527,0.231824,-0.360929,-0.136186
12967009601,0.231824,-0.360929,-0.136186
12967026107,0.231824,-0.360929,-0.136186
12967048536,0.231824,-0.360929,-0.136186
12967069527,0.231954,-0.360923,-0.13621
12967085962,0.232594,-0.360625,-0.136418
12967108522,0.23324,-0.360186,-0.136735
12967129528,0.233818,-0.360098,-0.137208
12967145987,0.234155,-0.359905,-0.137747
12967168545,0.23478,-0.35979,-0.138476
12967189702,0.234867,-0.359877,-0.138879
12967205954,0.23485,-0.35975,-0.138859
12967228510,0.235332,-0.359368,-0.138901
12967249632,0.236309,-0.358669,-0.139119
12967265950,0.23614,-0.358012,-0.139251
12967288542,0.236023,-0.358042,-0.139233
12967309585,0.236856,-0.357875,-0.139118
12967325917,0.23786,-0.357815,-0.139175
12967348551,0.23786,-0.357815,-0.139175
12967370928,0.23786,-0.357815,-0.139175
12967385902,0.23786,-0.357815,-0.139175
12967408540,0.23786,-0.357815,-0.139175
12967430909,0.237843,-0.357688,-0.139155
12967445945,0.238623,-0.357651,-0.139298
12967468538,0.239815,-0.357827,-0.139546
12967490924,0.239815,-0.357827,-0.139546
12967505188,0.239815,-0.357827,-0.139546
12967528532,0.23998,-0.357525,-0.139912
12967550958,0.239829,-0.356751,-0.140156
12967565225,0.23882,-0.356402,-0.140295
12967588504,0.23882,-0.356402,-0.140295
12967610967,0.239701,-0.355963,-0.140528
12967625272,0.239701,-0.355963,-0.140528
12967648549,0.239701,-0.355963,-0.140528
12967653974,0.239404,-0.355927,-0.140967
12967676416,0.240155,-0.355495,-0.141176
12967692817,0.241126,-0.354937,-0.141284
12967713945,0.24077,-0.35466,-0.141555
12967736330,0.241065,-0.354352,-0.141944
12967754374,0.24203,-0.354243,-0.142485
12967773979,0.24203,-0.354243,-0.142485
12967796461,0.243124,-0.353819,-0.142509
12967812771,0.244493,-0.353204,-0.142806
12967834000,0.244918,-0.352645,-0.143311
12967856472,0.244788,-0.351858,-0.14368
12967872829,0.245352,-0.351255,-0.144328
12967894004,0.246067,-0.350875,-0.145034
12967916454,0.246952,-0.350601,-0.145912
12967932847,0.247435,-0.350833,-0.147034
12967953894,0.248214,-0.351304,-0.148245
12967976327,0.248949,-0.351357,-0.149514
12967992762,0.249392,-0.351474,-0.150489
12968013951,0.250055,-0.351221,-0.151454
12968036298,0.2505,-0.35089,-0.151991
12968052752,0.251325,-0.350374,-0.152698
12968073806,0.252118,-0.349909,-0.153156
12968096377,0.252118,-0.349909,-0.153156
12968112737,0.25338,-0.349831,-0.153256
12968133836,0.255325,-0.349666,-0.153719
12968156477,0.256783,-0.349924,-0.154027
12968172730,0.259194,-0.350044,-0.154119
12968193955,0.263165,-0.351159,-0.154647
12968216416,0.268223,-0.35301,-0.154617
12968238810,0.274966,-0.354701,-0.154266
12968253940,0.285753,-0.356812,-0.153134
12968276397,0.300946,-0.360065,-0.15143
12968298946,0.325551,-0.365444,-0.148343
12968314016,0.361703,-0.37642,-0.144884
12968337744,0.408235,-0.3921,-0.140464
12968358941,0.465532,-0.412171,-0.134876
12968381310,0.524746,-0.437453,-0.129717
12968396226,0.576707,-0.476145,-0.132195
12968427648,0.611461,-0.524047,-0.128211
12968433803,0.633246,-0.580724,-0.0926508
12968463775,0.61644,-0.65972,-0.0283917
12968478827,0.544754,-0.773853,0.0643139
12968496845,0.434728,-0.907628,0.174967
12968516253,0.275535,-1.02187,0.307063
12968539658,0.0547175,-1.08302,0.454493
12968553907,-0.15805,-1.07448,0.58951
12968577718,-0.257712,-1.01941,0.658687
12968599522,-0.259575,-0.946854,0.663462
12968613812,-0.151217,-0.870079,0.601708
12968636325,-0.0450196,-0.818651,0.510379
12968658880,0.0721267,-0.751028,0.403302
12968673986,0.204041,-0.683021,0.20786
12968696457,0.284666,-0.611621,-0.0176671
12968718782,0.335332,-0.537977,-0.260471
12968733908,0.342391,-0.457068,-0.469177
12968756369,0.28634,-0.369838,-0.566483
12968778985,0.0615586,-0.38362,-0.502038
12968802030,0.102556,-0.403461,-0.422532
12968816415,0.27877,-0.391713,-0.292374
12968843844,0.351997,-0.420022,-0.134692
12968854431,0.361021,-0.51619,0.0338158
12968877085,0.405727,-0.633914,0.212912
12968899506,0.309211,-0.79249,0.383392
12968914461,0.0996771,-0.912057,0.53133
12968936978,-0.0641633,-0.970661,0.638472
12968959543,-0.174532,-1.00857,0.717476
12968973777,-0.324407,-1.04552,0.765391
12968996991,-0.35367,-1.05072,0.748112
12969019573,-0.254254,-1.01986,0.662176
12969033828,-0.0876323,-0.981759,0.554561
12969057893,0.106758,-0.952757,0.44726
12969082360,0.325855,-0.933873,0.325303
12969094521,0.558685,-0.913565,0.137035
12969116940,0.777595,-0.792,-0.17341
12969139433,0.85942,-0.598035,-0.395363
12969153809,0.83036,-0.46304,-0.523864
12969176927,0.637741,-0.32376,-0.609563
12969199440,0.220069,-0.289322,-0.517824
12969213794,0.0493388,-0.348828,-0.384221
12969237000,0.149893,-0.447917,-0.289092
12969259530,0.39147,-0.453265,-0.174704
12969273910,0.559532,-0.491098,-0.036856
12969296970,0.579843,-0.585142,0.128866
12969319399,0.484765,-0.679186,0.324648
12969333826,0.282507,-0.757199,0.498673
12969364622,0.0933423,-0.796082,0.673857
12969379457,-0.0478368,-0.793384,0.805215
12969393740,-0.136076,-0.752091,0.875717
12969416913,-0.212344,-0.715833,0.90623
12969439532,-0.329654,-0.690306,0.914191
12969453815,-0.3786,-0.658028,0.868328
12969477040,-0.382587,-0.6269,0.794757
12969499407,-0.378694,-0.605825,0.72933
12969521898,-0.36318,-0.585279,0.67612
12969536907,-0.347274,-0.577376,0.6425
12969560814,-0.312346,-0.573672,0.617211
12969573746,-0.286644,-0.558371,0.600194
12969596987,-0.248976,-0.565861,0.56498
12969619416,-0.19505,-0.572918,0.520587
