timestamp,x,y,z,w
12778797801,-0.0256348,0.0931396,-0.0177612,-0.995178
12778820457,-0.0256348,0.0931396,-0.0177612,-0.995178
12778834590,-0.0256348,0.0930786,-0.0179443,-0.995178
12778857750,-0.0256348,0.0930786,-0.0179443,-0.995178
12778880246,-0.0256348,0.0930786,-0.0179443,-0.995178
12778894642,-0.0254517,0.0930176,-0.0179443,-0.995178
12778917756,-0.0257568,0.0930176,-0.0180054,-0.995178
12778940240,-0.0257568,0.0930176,-0.0180054,-0.995178
12778954569,-0.0257568,0.0930176,-0.0180054,-0.995178
12778977771,-0.0259399,0.0931396,-0.0180664,-0.995178
12779007762,-0.0261841,0.0932617,-0.0180054,-0.995178
12779021263,-0.0264893,0.0934448,-0.0179443,-0.995117
12779037754,-0.0264893,0.0934448,-0.0179443,-0.995117
12779060268,-0.0261841,0.0936279,-0.0178223,-0.995117
12779081460,-0.0261841,0.0936279,-0.0178223,-0.995117
12779097710,-0.0261841,0.0936279,-0.0178223,-0.995117
12779120364,-0.026001,0.093811,-0.0177002,-0.995117
12779141293,-0.026123,0.0939941,-0.0175171,-0.995117
12779165209,-0.026123,0.0941772,-0.017334,-0.995117
12779180210,-0.026001,0.0943604,-0.0170898,-0.995056
12779201289,-0.026001,0.0945435,-0.0169067,-0.995056
12779217716,-0.0258789,0.0947266,-0.0167236,-0.995056
12779240205,-0.0258789,0.0947266,-0.0167236,-0.995056
12779261291,-0.0258789,0.0947266,-0.0167236,-0.995056
12779277752,-0.0258789,0.0946655,-0.0167236,-0.995056
12779300217,-0.0258789,0.0946655,-0.0167236,-0.995056
12779321295,-0.0256348,0.0946655,-0.0166626,-0.995056
12779337675,-0.0252686,0.0946045,-0.0165405,-0.995056
12779360242,-0.0252075,0.0946045,-0.0165405,-0.995056
12779381266,-0.0252075,0.0946655,-0.0165405,-0.995056
12779397717,-0.0249634,0.0947876,-0.0166016,-0.995056
12779420298,-0.0247192,0.0949707,-0.0166016,-0.995056
12779441322,-0.0245972,0.0951538,-0.0167236,-0.995056
12779457784,-0.0246582,0.095459,-0.0167847,-0.994995
12779480172,-0.0244141,0.0958252,-0.0169067,-0.994995
12779502757,-0.0241699,0.0961304,-0.0168457,-0.994934
12779517716,-0.0240479,0.0963745,-0.0168457,-0.994934
12779540266,-0.0240479,0.0965576,-0.0168457,-0.994934
12779562746,-0.0240479,0.0966797,-0.0167847,-0.994934
12779577699,-0.0240479,0.0966797,-0.0167847,-0.994934
12779600286,-0.0238647,0.0966187,-0.0167236,-0.994934
12779622721,-0.0238647,0.0966187,-0.0167236,-0.994934
12779637069,-0.0238647,0.0966187,-0.0167236,-0.994934
12779660266,-0.0239258,0.0966187,-0.0167236,-0.994934
12779682730,-0.0236206,0.0965576,-0.0166016,-0.994934
12779697064,-0.0234985,0.0963135,-0.0164795,-0.994995
12779720229,-0.0234985,0.0963135,-0.0164795,-0.994995
12779742751,-0.0233154,0.0961914,-0.0164185,-0.994995
12779757080,-0.0233154,0.0961914,-0.0164185,-0.994995
12779780195,-0.0232544,0.0961914,-0.0164185,-0.994995
12779802761,-0.0230103,0.0960693,-0.0164185,-0.994995
12779817077,-0.0227051,0.0960693,-0.0164185,-0.994995
12779840186,-0.0227051,0.0960693,-0.0164185,-0.994995
12779862722,-0.022644,0.0960693,-0.0164185,-0.994995
12779877100,-0.0227051,0.0960693,-0.0164185,-0.994995
12779900238,-0.0228271,0.0961304,-0.0165405,-0.994995
12779922722,-0.022644,0.0963135,-0.0166016,-0.994995
12779937116,-0.0229492,0.0966187,-0.0165405,-0.994934
12779960275,-0.0228882,0.0968018,-0.0166016,-0.994934
12779982734,-0.0224609,0.0969238,-0.0167236,-0.994934
12780003783,-0.022644,0.0969238,-0.0169678,-0.994934
12780020211,-0.0229492,0.0968018,-0.0172119,-0.994934
12780042688,-0.022522,0.0966797,-0.017334,-0.994934
12780063750,-0.0223999,0.0965576,-0.0175781,-0.994934
12780080266,-0.0224609,0.0966187,-0.0178223,-0.994934
12780102720,-0.0224609,0.0965576,-0.0178223,-0.994934
12780123796,-0.022522,0.0965576,-0.0178223,-0.994934
12780140192,-0.0223389,0.0964355,-0.0178833,-0.994934
12780162736,-0.0223389,0.0964355,-0.0178833,-0.994934
12780183914,-0.022583,0.0963745,-0.0179443,-0.994934
12780200221,-0.022583,0.0963745,-0.0179443,-0.994934
12780222738,-0.022583,0.0963745,-0.0179443,-0.994934
12780243778,-0.022583,0.0963745,-0.0179443,-0.994934
12780260188,-0.022583,0.0963745,-0.0179443,-0.994934
12780282717,-0.0228882,0.0962524,-0.0179443,-0.994934
12780303763,-0.0227661,0.0961914,-0.0180054,-0.994995
12780320362,-0.0227661,0.0961914,-0.0180054,-0.994995
12780342728,-0.0227661,0.0961914,-0.0180054,-0.994995
12780363867,-0.0227661,0.0961914,-0.0180054,-0.994995
12780380222,-0.0227661,0.0961304,-0.0180054,-0.994995
12780402702,-0.0227661,0.0961914,-0.0180054,-0.994995
12780425189,-0.0227661,0.0961914,-0.0180054,-0.994995
12780440244,-0.0227661,0.0961914,-0.0180054,-0.994995
12780462679,-0.0227661,0.0961304,-0.0180054,-0.994995
12780485220,-0.0227661,0.0961914,-0.0180054,-0.994995
12780500175,-0.022644,0.0963135,-0.0179443,-0.994934
12780522703,-0.022644,0.0963135,-0.0179443,-0.994934
12780545212,-0.0228882,0.0964355,-0.0179443,-0.994934
12780560201,-0.0231934,0.0966187,-0.0178223,-0.994934
12780582712,-0.0231934,0.0966187,-0.0178223,-0.994934
12780605203,-0.0231934,0.0966187,-0.0178223,-0.994934
12780619591,-0.0233765,0.0967407,-0.0178223,-0.994934
12780642688,-0.0239868,0.0966797,-0.0178833,-0.994873
12780665227,-0.0239868,0.0966797,-0.0178833,-0.994873
12780679570,-0.0236206,0.0966797,-0.0178223,-0.994934
12780702698,-0.0239258,0.0964966,-0.0177612,-0.994934
12780725194,-0.0244141,0.0964966,-0.0177002,-0.994934
12780739518,-0.0244141,0.0964966,-0.0177002,-0.994934
12780762685,-0.0244751,0.0964966,-0.0177002,-0.994873
12780785179,-0.0244751,0.0965576,-0.0177002,-0.994873
12780799551,-0.0245361,0.0965576,-0.0177002,-0.994873
12780822659,-0.024353,0.0964355,-0.0176392,-0.994934
12780845246,-0.024353,0.0964355,-0.0176392,-0.994934
12780859534,-0.0244751,0.0964355,-0.0176392,-0.994934
12780882736,-0.0247192,0.0964355,-0.0177612,-0.994873
12780905120,-0.0247192,0.0964355,-0.0177612,-0.994873
12780926343,-0.0246582,0.0964355,-0.0177612,-0.994873
12780942680,-0.0246582,0.0964355,-0.0177612,-0.994873
12780965137,-0.0246582,0.0964355,-0.0177612,-0.994934
12780986296,-0.0247803,0.0966187,-0.0179443,-0.994873
12781003544,-0.0253296,0.0969238,-0.0184937,-0.994812
12781025123,-0.026123,0.0973511,-0.0194092,-0.994751
12781046226,-0.0272217,0.0980225,-0.020874,-0.994629
12781062684,-0.0286255,0.0992432,-0.0232544,-0.994385
12781085226,-0.0299683,0.100464,-0.0269775,-0.994141
12781106342,-0.0303345,0.102173,-0.0326538,-0.993774
12781121995,-0.0294189,0.105591,-0.0421143,-0.993103
12781145230,-0.0286865,0.109985,-0.0577393,-0.991882
12781166294,-0.0373535,0.11322,-0.0807495,-0.989624
12781182035,-0.0516968,0.113708,-0.111816,-0.985901
12781205186,-0.0673218,0.112488,-0.151184,-0.979797
12781226358,-0.0786133,0.108948,-0.196838,-0.971252
12781242008,-0.0834351,0.104187,-0.248291,-0.959473
12781265130,-0.0845947,0.0990601,-0.306213,-0.943054
