timestamp,x,y,z
12781025123,6.75,-3.625,4.5625
12781046226,10.75,-4.75,7.25
12781062684,14.3125,-8.875,12.0625
12781085226,17.875,-10,19.0625
12781106342,14.6875,-14.375,30.625
12781121995,10.3125,-22.625,53.125
12781145230,26.875,-24.4375,85.625
12781166294,69.75,-18,124.75
12781182035,110.375,-5,166.875
12781205186,125.938,4.6875,213.625
12781226358,109.375,20.6875,252.75
12781242008,81.9375,32.8125,292.312
12781265130,70.9375,38.1875,336.312
12781286410,57.8125,51.375,369.688
12781302849,38.4375,75.8125,391.5
12781325184,33.6875,103.25,417.438
12781346226,37.875,135.5,450.938
12781361996,54.9375,170.5,475.125
12781385155,67.6875,214.312,476.812
12781407663,67.5625,237.312,466
12781422363,45.125,237.875,435.5
12781446621,20.375,246.125,395.438
12781467720,5,245.062,352.938
12781488707,-18.1875,234.625,318.188
12781505136,-36.5625,219.562,277.375
12781527653,-41.8125,202.688,250.375
12781548779,-32,183.875,218.375
12781565193,-14.3125,155.438,186.062
12781587657,-36.625,110.312,143.438
12781608682,-56.75,74.375,113.062
12781625105,-45.6875,62.6875,73.875
12781647691,-10.75,57.6875,41.125
12781670185,-19.625,44.8125,27.3125
12781685146,-31.125,37.6875,16.625
12781707616,-19.5625,29.375,4
12781728822,-19.75,18.8125,0.375
12781745105,-19.3125,11.5625,-3.875
12781767648,-12.25,6.125,-7.8125
12781788733,-9.4375,-1.6875,-15.5625
12781805163,-6.8125,-6.6875,-15.5
12781827665,-6.875,-11.625,-11.25
12781842013,-5.1875,-12.5625,-6.0625
12781865534,-1.6875,-11.4375,-1.6875
12781887647,0.5,-11,1.8125
12781908827,2.375,-12.3125,5.125
12781925772,-1.8125,-12.8125,5.6875
12781947625,1.8125,-11.125,10.4375
12781976238,0.375,-9.8125,11.3125
12781985178,0.625,-9.0625,9
12782007660,-0.6875,-9.125,6.375
12782028752,-2.75,-9.4375,3.9375
12782046572,-3.6875,-7.875,1.625
12782067684,-5.625,-5.4375,0.5
12782088832,-1.6875,-3.0625,-0.75
12782105189,-3.375,-2.75,-1.5625
12782135157,-3.6875,-0.5625,-2.5
12782148729,-1,1.9375,-3.0625
12782165108,-2.6875,1.625,-1.8125
12782188150,-3.875,1.25,-3.625
12782210147,-2.5,1.3125,-3.125
12782225151,-2.1875,0.5,-3.6875
12782247643,-1.375,-0.3125,-3.625
12782268681,-2.8125,-1.25,-3.375
12782285112,-0.0625,-3.1875,-1.6875
12782307713,-0.375,-3.5,-2.375
12782330143,0.5,-3.375,-1.5625
12782345101,-1.6875,-3.5625,0
12782367733,1.0625,-2.625,0.0625
12782390131,3,-1.6875,-1.4375
12782405120,1.125,-3,-2.125
12782427684,0.5625,-1.125,-2.0625
12782450148,-0.8125,-1.1875,-2.625
12782464515,-0.4375,-0.1875,-2.5625
12782487704,1.3125,-0.1875,-3.8125
12782510130,0.5625,-2.125,-3.125
12782524491,-1.6875,-2.3125,-2.75
12782547632,-1.625,-2.0625,-4.25
12782570140,-1,-2.4375,-2.8125
12782584560,-1.6875,-2.1875,-3.1875
12782607586,-1.5,-1.8125,-3.6875
12782630149,-0.625,-2.5,-2.6875
12782644506,-0.375,-2.75,-2.25
12782667688,1.8125,-1.8125,-2.8125
12782690130,0.6875,-2.4375,-0.9375
12782705135,-0.1875,-1.8125,-1
12782727622,2.875,-0.125,-1.1875
12782750073,1.625,-0.6875,-0.625
12782764551,0.9375,0.375,0.5
12782787593,1.3125,1.25,1.1875
12782810118,0.3125,1.6875,1.875
12782831193,0.3125,2.875,0
12782847687,1.1875,2.8125,-0.9375
12782870110,1,2,-1.6875
12782891353,0.625,1.4375,-2.3125
12782907632,0.5,1.6875,-2.625
12782930126,-0.375,2.125,-2.9375
12782951180,-3,0.0625,-2
12782973653,-1.875,0.25,-1.75
12782990077,-0.875,-1.25,-0.25
12783011152,-1.25,-3.375,0.0625
12783027553,-2.8125,-4.625,0.25
12783050073,-0.9375,-4.5625,2.375
12783071301,-1.4375,-3.75,3.0625
12783087591,-1.4375,-3.4375,3.1875
12783116263,-1.75,-2.625,1.5625
12783138679,-1,-0.5,1.375
12783147626,-1.5,1.4375,1.0625
12783170107,-1.0625,1.5,1.4375
12783191255,-1.4375,1.4375,0.75
12783207665,-0.1875,2.0625,-0.625
12783237560,-0.25,1.3125,-0.625
12783251352,-0.3125,-0.25,-0.125
12783267589,0,-1.25,-0.0625
12783290127,-0.0625,-1.9375,-0.375
12783312562,-0.125,-1.875,-0.0625
12783328202,-0.1875,-2,0.75
12783350097,-0.1875,-1.25,0.5
12783372597,-0.75,-0.1875,-0.1875
12783387595,-1.0625,0.25,-0.5625
12783410069,-1.4375,1.4375,-0.625
12783432601,-1.5625,0.9375,-0.5
12783446962,-1.3125,1.0625,-0.25
12783470072,-0.875,1.125,-0.4375
12783492560,-0.875,0.875,-1.125
12783506939,-0.25,0.5,-0.4375
12783530105,-1.1875,0.25,0.1875
12783552589,0.0625,-0.25,-1.125
12783566895,0.1875,-0.4375,-1.625
12783590150,-1.0625,-0.3125,-1.4375
12783612566,-0.6875,0.4375,-1.875
12783626894,-0.6875,0.6875,-1.8125
12783650083,-1,1,-0.8125
12783672621,-1.375,1.625,-0.1875
12783686933,-1.3125,1.875,-0.3125
12783710077,-0.4375,2,0.5
12783732652,-0.25,2,2
12783746969,-1.4375,1.25,2.0625
12783754511,-0.3125,1.3125,0.8125
12783775580,-1.3125,1.5,-0.1875
12783798198,-1.4375,1.5625,-0.125
12783815967,0.3125,1.0625,-0.3125
12783835498,0.0625,0.875,-0.6875
12783857937,-0.125,0.375,-1.3125
12783875985,-1.3125,-0.3125,-0.5625
12783895584,-0.4375,-0.6875,-0.5
12783918071,-0.3125,-0.8125,-0.1875
12783936021,-0.5625,-0.125,0.125
12783955551,0.375,0.125,0.5
12783977945,-1.125,0.4375,0.6875
12783995878,-0.25,0.8125,0.5
12784015923,-0.4375,1.6875,0.0625
12784038009,-0.3125,1.6875,-0.3125
12784056037,0.375,0.6875,-0.5
12784078403,-0.6875,0.9375,-0.9375
12784098141,-0.75,0.75,-0.8125
12784115985,-1.4375,0,-0.4375
12784135572,-1.1875,0.1875,-0.125
12784157994,-1.25,-0.25,-0.25
12784175935,-2.625,-0.8125,0.9375
12784195504,-1.625,-0.25,0.375
12784217979,-1.875,-0.9375,0.25
