timestamp,x,y,z,w
12966426013,-0.103943,0.190125,0.0426025,-0.975342
12966448553,-0.103455,0.189758,0.0426025,-0.975464
12966462842,-0.103027,0.189331,0.0426636,-0.975586
12966486008,-0.102905,0.189026,0.0426636,-0.975647
12966508519,-0.102539,0.188721,0.0427246,-0.975769
12966522827,-0.102051,0.188538,0.0427856,-0.97583
12966553502,-0.102051,0.188354,0.0428467,-0.975891
12966568546,-0.101929,0.188049,0.0429688,-0.975952
12966582781,-0.101746,0.187805,0.0431519,-0.976013
12966605952,-0.101501,0.187622,0.043396,-0.976074
12966628482,-0.101501,0.187439,0.0436401,-0.976074
12966642840,-0.10144,0.187317,0.0438843,-0.976074
12966665979,-0.101257,0.187195,0.0441895,-0.976135
12966688504,-0.101501,0.187073,0.0444946,-0.976135
12966702831,-0.101379,0.18689,0.0449219,-0.976135
12966725971,-0.10083,0.186768,0.0452881,-0.976196
12966748497,-0.10083,0.186584,0.0455933,-0.976196
12966762830,-0.100952,0.186279,0.0458984,-0.976257
12966785997,-0.100891,0.186218,0.0461426,-0.976257
12966808548,-0.100586,0.186096,0.0463867,-0.976318
12966822773,-0.100586,0.186096,0.0463257,-0.976318
12966845917,-0.100647,0.186035,0.0463867,-0.976318
12966868506,-0.100647,0.186035,0.0463867,-0.976318
12966889593,-0.100403,0.185852,0.0464478,-0.976379
12966905920,-0.100098,0.185669,0.0464478,-0.97644
12966928578,-0.100342,0.185547,0.0463257,-0.97644
12966949687,-0.100586,0.185608,0.0461426,-0.976379
12966965981,-0.100952,0.185669,0.0459595,-0.976379
12966988527,-0.101379,0.185608,0.0457764,-0.976318
12967009601,-0.101379,0.185608,0.0457764,-0.976318
12967026107,-0.101379,0.185608,0.0457764,-0.976318
12967048536,-0.101379,0.185608,0.0457764,-0.976318
12967069527,-0.10144,0.185608,0.0457764,-0.976318
12967085962,-0.101746,0.185486,0.0458374,-0.976318
12967108522,-0.102051,0.185303,0.0459595,-0.976318
12967129528,-0.102295,0.185303,0.0461426,-0.976257
12967145987,-0.102417,0.185242,0.0463867,-0.976257
12967168545,-0.102661,0.185242,0.0466919,-0.976196
12967189702,-0.102661,0.185303,0.046875,-0.976196
12967205954,-0.102661,0.185242,0.046875,-0.976196
12967228510,-0.102905,0.185059,0.046875,-0.976257
12967249632,-0.103394,0.184753,0.046936,-0.976257
12967265950,-0.103333,0.184448,0.0470581,-0.976257
12967288542,-0.103271,0.184448,0.0470581,-0.976318
12967309585,-0.103699,0.184387,0.046936,-0.976257
