timestamp,roll,pitch,yaw
12900435934,0.0942933,-0.940214,0.0539296
12900441269,0.0653936,-0.937246,0.060683
12900463783,0.0398459,-0.934524,0.0682684
12900478826,0.0211973,-0.929587,0.076256
12900501262,0.00867161,-0.920167,0.0859276
12900523842,-0.00212771,-0.908248,0.0992915
12900538931,-0.00872452,-0.89626,0.113689
12900561317,-0.00885205,-0.887367,0.126739
12900583846,-0.00049387,-0.883698,0.131318
12900598895,0.0110264,-0.87926,0.12901
12900621319,0.0122844,-0.874342,0.128706
12900643824,0.0104305,-0.871038,0.131373
12900658884,0.0154958,-0.869378,0.134651
12900681431,0.026898,-0.868884,0.135159
12900703813,0.0360785,-0.869331,0.133339
12900718787,0.0369232,-0.869366,0.132679
12900741357,0.0400235,-0.868688,0.130161
12900763784,0.0442435,-0.866459,0.12509
12900778880,0.0436687,-0.863278,0.119931
12900801285,0.0399031,-0.859999,0.115579
12900826791,0.0361584,-0.856594,0.112969
12900838850,0.0360212,-0.853911,0.110588
12900861253,0.0384571,-0.8522,0.108926
12900883850,0.0421721,-0.851637,0.107922
12900898851,0.0466912,-0.851862,0.106815
12900921482,0.0510686,-0.852446,0.105099
12900939388,0.0540481,-0.852433,0.104148
12900958846,0.0575842,-0.852081,0.103487
12900981292,0.0618879,-0.851294,0.1021
12900999166,0.0644827,-0.849866,0.101194
12901018755,0.0657793,-0.848603,0.100228
12901041280,0.0659228,-0.846866,0.100049
12901059218,0.0658945,-0.845501,0.100203
12901078733,0.0650439,-0.844279,0.100998
12901101471,0.0631118,-0.842505,0.103347
12901119179,0.062492,-0.841055,0.105794
12901141646,0.0631253,-0.839559,0.107793
12901161407,0.0642381,-0.837735,0.108798
12901179184,0.0641991,-0.835569,0.109356
12901198928,0.0630661,-0.834426,0.109596
12901221254,0.0632392,-0.833891,0.109257
12901239240,0.0648967,-0.833717,0.108267
12901258810,0.0662223,-0.833354,0.107416
12901281340,0.0671191,-0.833113,0.106624
12901299211,0.0676496,-0.833077,0.105716
12901318828,0.0670732,-0.833542,0.105163
12901341319,0.0671022,-0.833804,0.104485
12901359188,0.0665941,-0.833482,0.104441
12901378845,0.0649322,-0.832991,0.10491
12901401277,0.0632051,-0.832018,0.10648
12901423737,0.0630852,-0.830742,0.107483
12901438770,0.0620238,-0.829362,0.108488
12901461326,0.0604987,-0.828662,0.109301
12901479176,0.0592063,-0.828509,0.110141
12901498817,0.0589205,-0.828379,0.110799
12901521365,0.0594842,-0.828336,0.11136
12901543861,0.0591079,-0.828022,0.111916
12901560201,0.057958,-0.828014,0.112429
12901581319,0.0568959,-0.82779,0.113018
12901603824,0.0570108,-0.827839,0.113374
12901620205,0.0575167,-0.827995,0.113416
12901641400,0.0579803,-0.828709,0.113215
12901663709,0.0585049,-0.829507,0.112844
12901680218,0.0589369,-0.830285,0.112377
12901701210,0.0598861,-0.831292,0.111961
12901723832,0.0620757,-0.832206,0.110862
12901740176,0.0626807,-0.83283,0.110312
12901761294,0.0628789,-0.833557,0.109833
12901783842,0.062954,-0.833382,0.109659
12901800140,0.0631204,-0.833394,0.109587
12901821262,0.0642893,-0.833142,0.109065
12901843935,0.0655044,-0.833348,0.108135
12901861759,0.0664519,-0.833233,0.10692
12901881358,0.0671404,-0.83292,0.105678
12901903846,0.067319,-0.832451,0.104398
12901921685,0.0670916,-0.831971,0.10343
12901941244,0.0680806,-0.831369,0.102479
12901963946,0.069154,-0.830384,0.101601
12901981670,0.0694868,-0.829861,0.101197
12902001472,0.0694256,-0.829613,0.101363
12902023683,0.0700393,-0.829531,0.101497
12902041709,0.0703427,-0.829457,0.102035
12902061180,0.0704417,-0.82899,0.103068
12902083809,0.0706466,-0.828287,0.104195
12902101682,0.0697932,-0.827427,0.104969
12902121233,0.068216,-0.826768,0.106211
12902143787,0.0677291,-0.826248,0.107361
12902161597,0.0678204,-0.82604,0.108391
12902181168,0.0679232,-0.82574,0.109426
12902203711,0.0681602,-0.82535,0.110118
12902221575,0.0678631,-0.825265,0.110526
12902241338,0.067782,-0.825203,0.110681
12902263869,0.0680171,-0.825369,0.11045
12902281621,0.0681972,-0.824959,0.110371
12902302649,0.068034,-0.824568,0.110186
12902323893,0.0680358,-0.824403,0.11018
12902341604,0.0685442,-0.824181,0.109966
12902361326,0.0687093,-0.824192,0.109894
12902383916,0.0687077,-0.824357,0.109901
12902401665,0.069454,-0.823972,0.109444
12902421316,0.0697532,-0.823512,0.108774
12902443776,0.0697205,-0.823194,0.108254
12902461675,0.0700512,-0.822837,0.107857
12902482610,0.0701224,-0.822827,0.107691
12902503823,0.0707848,-0.822545,0.107396
12902521619,0.0707848,-0.822545,0.107396
12902542628,0.0707835,-0.822709,0.107402
12902563707,0.0715384,-0.822611,0.107207
12902581658,0.0723761,-0.822247,0.106848
12902604122,0.072541,-0.822259,0.106777
12902623808,0.072541,-0.822259,0.106777
12902641667,0.0734712,-0.82208,0.106518
12902662608,0.0753329,-0.82194,0.10625
12902683772,0.0769127,-0.821573,0.105693
12902701554,0.0770776,-0.821584,0.105622
12902722653,0.07789,-0.821189,0.105005
12902743883,0.0790418,-0.82056,0.10425
12902761676,0.0800376,-0.819827,0.103575
12902784214,0.0805379,-0.818734,0.103103
12902803860,0.0815544,-0.81787,0.102685
12902821672,0.0830286,-0.8171,0.101793
12902844225,0.0838107,-0.816673,0.100925
12902863770,0.0839453,-0.816272,0.100347
12902881617,0.0849853,-0.81604,0.0995084
12902904111,0.0867494,-0.815516,0.0982199
12902923778,0.0875746,-0.815208,0.0969347
12902941695,0.0880647,-0.815297,0.0957876
12902964177,0.0884013,-0.815446,0.094721
12902983855,0.0884393,-0.815659,0.0942926
12903001676,0.08925,-0.815643,0.0939326
12903024238,0.0905728,-0.815637,0.0933822
12903043644,0.0909938,-0.815517,0.0933346
12903063676,0.0909938,-0.815517,0.0933346
12903084042,0.0913676,-0.815277,0.0937078
12903103665,0.09142,-0.814761,0.0942264
12903121606,0.0915672,-0.814266,0.0948393
12903144030,0.0921927,-0.813842,0.0949958
12903164281,0.0925469,-0.813153,0.0951142
12903180768,0.0923256,-0.812479,0.0953573
12903203203,0.0922083,-0.811735,0.095703
12903224298,0.0925026,-0.810965,0.0959939
12903240720,0.0927042,-0.810336,0.0961928
12903270779,0.0929987,-0.809567,0.096484
12903284160,0.0931987,-0.808777,0.0966806
12903300781,0.0930777,-0.808451,0.097022
12903323266,0.0934322,-0.807765,0.0971415
12903344506,0.093729,-0.80716,0.0974355
12903360771,0.0927815,-0.806318,0.0997238
12903383273,0.0934174,-0.806776,0.103837
12903404396,0.0941669,-0.808952,0.109723
12903420068,0.0890522,-0.813643,0.121282
12903443285,0.0718861,-0.815049,0.148405
12903464378,0.0486881,-0.810901,0.192642
12903480117,0.0343514,-0.806668,0.249605
12903503263,0.0155345,-0.794729,0.327736
12903524463,-0.00777906,-0.775266,0.429542
12903540101,-0.0369473,-0.747995,0.551476
12903563227,-0.0688309,-0.709523,0.686091
12903584495,-0.104992,-0.656965,0.831799
12903600123,-0.1359,-0.590465,0.983391
12903623271,-0.150864,-0.509714,1.13878
12903644316,-0.147772,-0.414167,1.29194
12903660067,-0.117779,-0.302563,1.43476
12903683255,-0.0715208,-0.186092,1.57716
12903707211,-0.0124138,-0.0713011,1.71475
12903720091,0.0573975,0.0393077,1.84608
12903743236,0.126197,0.140567,1.97271
12903765755,0.188924,0.228709,2.08991
12903780106,0.244394,0.303999,2.19393
12903803274,0.287552,0.368895,2.28528
12903825724,0.327966,0.424555,2.36716
12903846945,0.367419,0.466222,2.43869
12903863198,0.392818,0.495791,2.49612
12903885772,0.406922,0.514521,2.54024
12903906872,0.413431,0.522468,2.57025
12903923186,0.415108,0.528791,2.59159
12903945717,0.409766,0.532551,2.60482
12903966825,0.40046,0.537366,2.61125
12903983224,0.393533,0.542665,2.61515
12904005786,0.389365,0.54679,2.61745
12904026784,0.382915,0.550127,2.61739
12904043212,0.379479,0.552433,2.61757
12904065703,0.380143,0.553107,2.61929
12904086886,0.378973,0.553958,2.62024
12904103197,0.377056,0.554896,2.61933
12904125783,0.373964,0.555605,2.6184
12904140100,0.370635,0.55645,2.61771
12904163223,0.364836,0.558639,2.61645
12904185741,0.360633,0.561019,2.61636
12904200505,0.35551,0.561349,2.61629
12904238208,0.351222,0.561638,2.6178
12904245708,0.346776,0.561179,2.62028
12904266918,0.343743,0.561114,2.62379
12904283218,0.340977,0.55996,2.62752
12904308933,0.34009,0.557646,2.63173
12904326736,0.337079,0.555238,2.63446
12904343202,0.336519,0.552929,2.63678
12904365721,0.335445,0.551234,2.63809
12904394329,0.332621,0.550771,2.63821
12904403278,0.329933,0.551113,2.63791
12904425726,0.326917,0.551549,2.63646
12904446868,0.324353,0.55211,2.63415
12904463197,0.321591,0.552461,2.63138
12904485720,0.318844,0.553236,2.62907
12904506853,0.316866,0.554315,2.62746
12904523270,0.31608,0.555495,2.62642
12904546223,0.316404,0.557137,2.62594
12904566961,0.316823,0.559079,2.62609
12904583181,0.316801,0.561359,2.6264
12904605754,0.3171,0.564253,2.62743
12904626839,0.317539,0.56726,2.62805
12904644685,0.316529,0.569024,2.62823
12904665756,0.314966,0.569863,2.62813
12904688233,0.314505,0.570101,2.62867
12904703203,0.314032,0.569839,2.62922
12904725722,0.31383,0.568998,2.62927
12904748180,0.312921,0.56709,2.62885
12904763192,0.311792,0.565898,2.62865
12904785703,0.31085,0.565447,2.62825
12904808183,0.310426,0.565324,2.62756
12904823246,0.310426,0.565324,2.62756
12904845706,0.308912,0.565503,2.62705
12904868241,0.308452,0.566437,2.62654
12904882593,0.308117,0.566916,2.62565
12904905720,0.30648,0.567552,2.62403
12904928184,0.304759,0.568379,2.6222
12904942548,0.303326,0.56826,2.62072
12904965800,0.30205,0.568283,2.61944
12904988232,0.300154,0.568133,2.61765
12905003520,0.29856,0.5681,2.61614
12905025733,0.297612,0.56794,2.61493
12905048156,0.295681,0.568547,2.61317
12905062492,0.294716,0.56958,2.6119
12905085708,0.29331,0.570553,2.61096
12905108200,0.292499,0.571498,2.61025
12905122540,0.292324,0.571486,2.61008
12905145653,0.292324,0.571486,2.61008
12905168205,0.29218,0.571444,2.61002
12905182566,0.29218,0.571444,2.61002
12905205686,0.292959,0.57126,2.61024
12905228145,0.292926,0.57129,2.61012
12905249354,0.29302,0.571429,2.61011
12905265725,0.292833,0.571317,2.6098
12905288204,0.291853,0.571517,2.60878
