timestamp,roll,pitch,yaw
12778797801,0.048583,-0.187386,0.0311257
12778820457,0.048583,-0.187386,0.0311257
12778834590,0.0485494,-0.187272,0.0314994
12778857750,0.0485494,-0.187272,0.0314994
12778880246,0.0485494,-0.187272,0.0314994
12778894642,0.0481791,-0.187142,0.0315365
12778917756,0.0487866,-0.187156,0.0316024
12778940240,0.0487866,-0.187156,0.0316024
12778954569,0.0487866,-0.187156,0.0316024
12778977771,0.0491443,-0.187414,0.0316865
12779007762,0.0496489,-0.187667,0.0315115
12779021263,0.0502731,-0.188034,0.0313199
12779037754,0.0502731,-0.188034,0.0313199
12779060268,0.049674,-0.188387,0.0311229
12779081460,0.049674,-0.188387,0.0311229
12779097710,0.049674,-0.188387,0.0311229
12779120364,0.0493226,-0.188745,0.0309028
12779141293,0.0496022,-0.189111,0.0305007
12779165209,0.0496342,-0.189472,0.0301218
12779180210,0.0494272,-0.189814,0.0296404
12779201289,0.0494595,-0.190176,0.0292615
12779217716,0.0492442,-0.190533,0.0289061
12779240205,0.0492442,-0.190533,0.0289061
12779261291,0.0492442,-0.190533,0.0289061
12779277752,0.0492451,-0.190409,0.0289086
12779300217,0.0492451,-0.190409,0.0289086
12779321295,0.0487614,-0.190398,0.0288319
12779337675,0.0480427,-0.190255,0.0286574
12779360242,0.0479188,-0.190253,0.0286692
12779381266,0.0479179,-0.190377,0.0286667
12779397717,0.0474088,-0.190619,0.0288327
12779420298,0.0469105,-0.190982,0.0288726
12779441322,0.0466362,-0.191355,0.0291367
12779457784,0.0467404,-0.191967,0.0292347
12779480172,0.0462151,-0.192707,0.0295158
12779502757,0.0457234,-0.193303,0.029426
12779517716,0.0454716,-0.193794,0.0294408
12779540266,0.0454686,-0.194165,0.0294339
12779562746,0.0454786,-0.194409,0.0293055
12779577699,0.0454786,-0.194409,0.0293055
12779600286,0.0451198,-0.194276,0.02922
12779622721,0.0451198,-0.194276,0.02922
12779637069,0.0451198,-0.194276,0.02922
12779660266,0.0452438,-0.194278,0.029208
12779682730,0.0446492,-0.194138,0.0290226
12779697064,0.0444322,-0.193645,0.0288099
12779720229,0.0444322,-0.193645,0.0288099
12779742751,0.0440744,-0.193389,0.0287264
12779757080,0.0440744,-0.193389,0.0287264
12779780195,0.0439505,-0.193387,0.0287384
12779802761,0.0434569,-0.193131,0.0287906
12779817077,0.0428374,-0.193121,0.0288503
12779840186,0.0428374,-0.193121,0.0288503
12779862722,0.0427136,-0.193119,0.0288622
12779877100,0.0428374,-0.193121,0.0288503
12779900238,0.0430603,-0.193254,0.0290719
12779922722,0.0426736,-0.193622,0.0292252
12779937116,0.0432971,-0.194237,0.0290287
12779960275,0.0431581,-0.194609,0.0291581
12779982734,0.0422645,-0.194847,0.0294859
12780003783,0.0425881,-0.194865,0.0299452
12780020211,0.0431617,-0.194639,0.0303847
12780042688,0.0422725,-0.194382,0.0307208
12780063750,0.041979,-0.194142,0.0312443
12780080266,0.0420536,-0.194279,0.0317257
12780102720,0.0420548,-0.194155,0.0317277
12780123796,0.0421788,-0.194157,0.0317157
12780140192,0.0417975,-0.193906,0.0318796
12780162736,0.0417975,-0.193906,0.0318796
12780183914,0.0422823,-0.193794,0.0319576
12780200221,0.0422823,-0.193794,0.0319576
12780222738,0.0422823,-0.193794,0.0319576
12780243778,0.0422823,-0.193794,0.0319576
12780260188,0.0422823,-0.193794,0.0319576
12780282717,0.0429042,-0.193557,0.0319018
12780303763,0.0426485,-0.193444,0.0320539
12780320362,0.0426485,-0.193444,0.0320539
12780342728,0.0426485,-0.193444,0.0320539
12780363867,0.0426485,-0.193444,0.0320539
