timestamp,x,y,z,w
117647971894,-0.367493,0.15863,-0.304016,0.864502
117647988306,-0.350525,0.148926,-0.285095,0.879578
117648002661,-0.328003,0.13739,-0.257874,0.898376
117648025982,-0.298401,0.123352,-0.222595,0.919861
117648048267,-0.26416,0.10675,-0.180786,0.941345
117648062710,-0.226379,0.0892944,-0.134338,0.960571
117648085859,-0.186035,0.0714722,-0.0841675,0.976318
117648108356,-0.142761,0.0552979,-0.0320435,0.987671
117648129490,-0.102783,0.043457,0.0228882,0.993469
117648145712,-0.0665283,0.0351562,0.0817871,0.993774
117648168272,-0.0324707,0.0300293,0.139282,0.989258
117648189370,-0.00299072,0.0287476,0.192139,0.980896
117648205919,0.0211182,0.0301514,0.239807,0.970093
117648228258,0.0415649,0.0338135,0.280762,0.958252
117648249460,0.0598145,0.0414429,0.314087,0.946533
117648265959,0.0739136,0.0510254,0.339539,0.936218
117648288268,0.0838623,0.0605469,0.359436,0.927368
117648309690,0.09375,0.0708618,0.377563,0.918457
117648325851,0.105347,0.0783081,0.393372,0.909912
117648348243,0.109436,0.0814209,0.406616,0.90332
117648369311,0.111816,0.0827637,0.418091,0.897644
117648385778,0.117615,0.0866089,0.425598,0.893005
117648408281,0.122375,0.0912476,0.42865,0.890442
117648429443,0.124573,0.0939941,0.428223,0.890015
117648445744,0.124634,0.0934448,0.424805,0.891724
117648468297,0.123169,0.0906982,0.420471,0.894287
117648489335,0.119568,0.0874634,0.416748,0.89679
117648505829,0.115906,0.0841064,0.413757,0.898987
117648528282,0.114563,0.0817871,0.41095,0.900696
117648549317,0.114929,0.0814819,0.409729,0.901184
117648565796,0.116394,0.0836182,0.409973,0.900696
117648588254,0.118408,0.0863647,0.410339,0.900024
117648609277,0.118652,0.0872803,0.410461,0.899841
117648625748,0.116516,0.0866089,0.410828,0.900024
117648648247,0.114868,0.0863647,0.411316,0.900024
117648670729,0.116699,0.088623,0.411804,0.899353
117648685787,0.120361,0.0914917,0.412598,0.898254
117648708248,0.122559,0.0927124,0.413757,0.897278
117648729303,0.12207,0.0917358,0.415344,0.896729
117648745085,0.121643,0.0908813,0.416687,0.89624
117648768292,0.123352,0.0913086,0.417358,0.89563
117648789364,0.125305,0.0914917,0.417725,0.895142
117648805760,0.126038,0.0901489,0.418335,0.894897
117648828242,0.125732,0.088562,0.419373,0.894653
117648849339,0.126038,0.0880737,0.420715,0.893982
117648865782,0.126892,0.0880737,0.42218,0.893188
117648888264,0.127563,0.0877075,0.423584,0.892517
117648926286,0.127625,0.0869141,0.424988,0.891907
117648928643,0.127502,0.0866089,0.426453,0.891235
117648948278,0.128052,0.0870361,0.427673,0.890503
117648970733,0.128845,0.0874634,0.429321,0.889587
117648985821,0.128784,0.0877075,0.431091,0.888672
117649008943,0.127563,0.0874634,0.432678,0.888123
117649030808,0.126648,0.0874634,0.433655,0.887756
117649045752,0.126465,0.0881348,0.434753,0.887207
117649068270,0.126282,0.0889282,0.436218,0.886414
117649090731,0.12561,0.0897827,0.437683,0.885742
117649105062,0.124939,0.0905762,0.438965,0.885132
117649128274,0.124084,0.0910645,0.440308,0.884521
