timestamp,x,y,z
12966426013,0.36377,0.216309,0.890625
12966448553,0.362793,0.207031,0.891602
12966462842,0.355469,0.209473,0.897949
12966486008,0.359375,0.220703,0.897949
12966508519,0.350586,0.219727,0.905273
12966522827,0.356934,0.206543,0.900879
12966553502,0.356445,0.217285,0.903809
12966568546,0.344727,0.223145,0.906738
12966582781,0.342773,0.21875,0.907227
12966605952,0.348633,0.214355,0.905762
12966628482,0.348145,0.220703,0.914551
12966642840,0.34668,0.21875,0.906738
12966665979,0.344727,0.211426,0.905273
12966688504,0.342773,0.214844,0.90918
12966702831,0.34375,0.220215,0.902832
12966725971,0.350586,0.200195,0.903809
12966748497,0.35498,0.203125,0.910156
12966762830,0.34668,0.209473,0.904785
12966785997,0.349609,0.211426,0.909668
12966808548,0.349609,0.203125,0.912598
12966822773,0.341797,0.197266,0.896484
12966845917,0.350586,0.20166,0.901367
12966868506,0.348145,0.210449,0.901367
12966889593,0.352051,0.206543,0.905762
12966905920,0.352051,0.200684,0.906738
12966928578,0.338867,0.206055,0.904785
12966949687,0.348633,0.209961,0.895508
12966965981,0.349121,0.212402,0.897949
12966988527,0.349121,0.217285,0.90332
12967009601,0.350586,0.212891,0.904297
12967026107,0.351562,0.213379,0.90332
12967048536,0.349121,0.224609,0.914551
12967069527,0.350098,0.225098,0.90625
12967085962,0.34375,0.21875,0.911133
12967108522,0.341309,0.219727,0.90332
12967129528,0.345703,0.21875,0.901367
12967145987,0.350586,0.215332,0.903809
12967168545,0.351074,0.224121,0.900879
12967189702,0.349121,0.21582,0.895508
12967205954,0.34375,0.213379,0.899414
12967228510,0.344238,0.208008,0.89502
12967249632,0.341797,0.220703,0.900879
12967265950,0.341797,0.221191,0.900391
12967288542,0.342285,0.209961,0.898926
12967309585,0.341797,0.215332,0.899414
12967325917,0.34082,0.220703,0.898438
12967348551,0.346191,0.217773,0.899414
12967370928,0.341797,0.214355,0.899902
12967385902,0.342773,0.220703,0.902832
12967408540,0.341309,0.225098,0.902344
12967430909,0.344238,0.217285,0.909668
12967445945,0.34375,0.219238,0.912109
12967468538,0.346191,0.228516,0.905762
12967490924,0.34668,0.229492,0.894043
12967505188,0.347168,0.208496,0.902344
12967528532,0.356934,0.227051,0.899414
12967550958,0.341797,0.23584,0.905762
12967565225,0.350586,0.222168,0.910645
12967588504,0.344238,0.217285,0.907227
12967610967,0.344727,0.225098,0.908691
12967625272,0.345703,0.232422,0.912109
12967648549,0.34375,0.227539,0.907227
12967653974,0.347168,0.22168,0.901855
12967676416,0.349121,0.221191,0.907715
12967692817,0.341309,0.232422,0.902344
12967713945,0.341309,0.215332,0.902832
12967736330,0.34082,0.21875,0.90625
12967754374,0.344727,0.236816,0.902344
12967773979,0.337891,0.234375,0.897461
12967796461,0.336426,0.219727,0.89502
12967812771,0.34082,0.236816,0.896484
12967834000,0.341797,0.241699,0.887207
12967856472,0.341309,0.223633,0.901855
12967872829,0.339844,0.230957,0.900391
12967894004,0.335449,0.227051,0.913574
12967916454,0.335938,0.23584,0.919922
12967932847,0.334473,0.228516,0.899414
12967953894,0.342773,0.227051,0.896484
12967976327,0.34082,0.23584,0.900879
12967992762,0.341797,0.233887,0.897949
12968013951,0.341309,0.231445,0.904297
12968036298,0.335938,0.225586,0.892578
12968052752,0.336914,0.234375,0.900391
12968073806,0.337891,0.23877,0.910156
12968096377,0.337891,0.237793,0.902832
12968112737,0.334961,0.229492,0.908691
12968133836,0.333984,0.239746,0.893555
12968156477,0.336914,0.242188,0.90625
12968172730,0.322754,0.229492,0.926758
12968193955,0.329102,0.246094,0.927734
12968216416,0.335938,0.241211,0.931641
12968238810,0.316895,0.255859,0.958008
12968253940,0.293945,0.251465,1.00537
12968276397,0.301758,0.269531,1.06055
12968298946,0.28418,0.29248,1.10352
12968314016,0.280273,0.336914,1.18408
12968337744,0.294434,0.358398,1.10449
12968358941,0.382324,0.319336,0.95459
12968381310,0.412598,0.309082,0.572266
12968396226,0.694824,0.238281,-0.259277
12968427648,1.76465,-0.0322266,-1.15088
12968433803,1.56494,-0.541992,-1.37891
12968463775,1.18604,-0.830078,-0.930176
12968478827,1.20508,-1.0332,-0.549805
12968496845,1.13037,-0.270996,0.224121
12968516253,0.680176,0.46875,0.693359
12968539658,1.12598,0.253418,1.0542
12968553907,1.51855,-0.081543,2.57959
12968577718,1.49707,0.841797,3.93457
12968599522,0.348145,2.0918,4.34326
12968613812,-0.466309,3.11719,4.0083
12968636325,-0.962402,2.54297,3.13135
12968658880,-0.652344,0.762207,2.27002
12968673986,-0.956543,-0.993164,0.766602
12968696457,0.132324,-1.42041,-0.369629
12968718782,2.74902,-2.27979,-0.28125
12968733908,5.125,-0.747559,-1.12793
12968756369,3.21582,9.59326,1.35645
12968778985,0.22168,1.84717,-2.396
12968802030,1.23828,1.04102,-0.63916
12968816415,2.09814,2.44189,0.327148
12968843844,2.45898,-0.570312,0.623047
12968854431,2.19775,-1.87891,0.442871
12968877085,2.1499,-0.0454102,1.39355
12968899506,-0.118652,2.04736,0.439453
12968914461,0.937012,0.31543,1.44873
12968936978,0.314453,-0.102539,1.3667
12968959543,0.116699,1.50586,1.93457
12968973777,0.428711,1.62988,2.9248
12968996991,-0.195312,0.629395,3.44922
12969019573,-0.240723,1.39893,3.73877
12969033828,-1.5083,0.86377,2.13574
12969057893,-1.08691,1.26904,2.57617
12969082360,-1.9126,0.667969,0.834961
12969094521,-0.986816,-0.194824,1.48389
12969116940,-1.66357,-1.31982,-0.918457
12969139433,4.03076,-1.15771,-0.0488281
12969153809,3.7085,-1.07031,-3.01221
12969176927,5.62695,5.74414,-0.078125
12969199440,-0.294434,6.00684,2.70215
12969213794,0.80127,-0.5,1.20996
12969237000,2.61084,-1.9707,1.89355
12969259530,0.606934,0.254883,-1.35498
12969273910,1.5752,0.246582,-0.554199
12969296970,2.51904,0.114746,-0.821777
12969319399,0.437988,1.26123,-0.0673828
12969333826,-0.427246,0.0078125,-0.431152
12969364622,0.143555,-0.263184,0.122559
12969379457,0.307129,0.0473633,0.316895
12969393740,-0.28125,0.371094,0.496582
12969416913,-0.394043,0.907715,0.463867
12969439532,-0.185547,0.109863,0.70752
12969453815,-0.065918,-0.0595703,1.27734
12969477040,-0.175293,0.194824,1.56494
12969499407,-0.646973,-0.00878906,1.3335
12969521898,-0.116211,0.00292969,1.42432
12969536907,0.604004,-0.228027,1.95312
12969560814,0.684082,0.0219727,1.52197
12969573746,0.0537109,-0.322754,0.968262
12969596987,1.37842,-0.415039,1.68213
12969619416,0.915039,-0.0214844,0.888672
12969633771,0.272461,-0.11084,0.644043
12969656973,1.40723,-0.218262,1.2666
12969679496,0.57373,-0.338379,0.382812
12969693879,0.649414,-0.477539,0.827148
12969717058,1.50391,-0.0942383,1.02295
12969739458,0.177734,0.0361328,0.219727
12969753749,1.12939,-0.0405273,1.11475
12969776939,0.675293,-0.0288086,0.369141
12969799446,0.8125,-0.179688,0.604004
12969813774,0.842773,-0.0561523,0.572754
12969836347,0.846191,0.141113,0.647949
12969858828,0.790039,0.254395,0.625
12969873897,0.691406,0.217773,0.605957
12969896332,0.631348,0.104004,0.621582
12969918775,0.630859,0.106445,0.661621
