timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
12901611174,-1,2,-15,-1,2,-1,2,-2
12901611174,-3,-9,8,4,-2,0,0,-1
12901619420,2,-2,13,-1,-1,-2,-1,-1
12901619420,-2,-1,-28,-15,-5,-1,0,-2
12901634398,-4,-4,18,16,1,-2,-3,-1
12901634398,1,7,-2,-2,2,1,-1,0
12901635140,-3,-5,-11,5,-2,-2,1,-1
12901635140,-1,-3,-6,-2,-2,-1,0,1
12901656816,0,1,-3,-1,-4,-2,0,-1
12901656816,-5,-5,-2,-3,0,-1,0,-2
12901657563,-1,-4,3,-1,-3,0,-1,0
12901657563,-3,7,-12,-4,2,0,-2,-2
12901671256,1,-4,-11,-8,-4,0,0,-2
12901671256,2,9,3,13,2,-3,-2,-2
12901679464,-3,-10,-17,-3,1,0,-1,-1
12901679464,-3,5,48,5,-2,-1,-1,-2
12901694289,1,3,-22,-8,-3,-2,0,-1
12901694289,0,-5,0,-4,-3,-1,-1,-1
12901695089,1,-5,0,3,-6,-2,1,0
12901695089,-10,-33,-12,-4,-5,-4,-3,-5
12901716919,-1,-4,4,-17,0,1,0,1
12901716919,0,-2,-9,3,-4,-2,0,0
12901717550,1,6,3,3,1,0,1,-1
12901717550,-2,-7,7,-2,0,-2,-1,-2
12901731258,-1,3,-14,5,-1,-1,-2,-2
12901731258,-5,-6,-9,-7,-2,2,0,0
12901739501,-2,-6,-11,-2,-1,1,-1,-1
12901739501,-1,6,-10,-1,0,-1,-1,0
12901754446,0,-3,13,6,1,-1,-1,0
12901754446,3,4,2,0,0,0,1,-1
12901755071,0,0,10,-3,-1,0,-2,-2
12901755071,-3,6,-4,1,3,0,1,0
12901776969,0,-2,-2,0,-1,1,1,0
12901776969,-1,-1,-2,-5,-1,-2,-1,-1
12901777621,-2,0,8,2,-1,-2,-3,-2
12901777621,0,-1,2,-7,-3,-2,-1,-1
12901791255,-3,-4,-4,2,-3,-1,-3,-2
12901791255,-5,-22,3,-2,-2,-3,-3,-2
12901799473,2,0,-9,0,-3,0,0,1
12901799473,0,-2,8,-5,-6,-1,-1,-1
12901814459,1,6,1,-6,3,-1,-1,-1
12901814459,-1,3,-2,-3,-3,0,0,0
12901815103,-1,2,-4,6,-1,-1,-1,-2
12901815103,2,10,2,-4,0,-1,0,0
12901836996,-4,-11,-11,-8,-5,-1,-1,-3
12901836996,2,8,6,3,-1,-2,0,-1
12901837628,-2,4,0,-6,1,0,-1,-1
12901837628,1,-1,-12,5,0,1,-1,1
12901860023,-1,2,3,1,-1,-2,-1,-1
12901860023,-2,-3,-3,-2,2,-1,-1,-3
12901860752,1,-2,13,0,-2,-3,-2,-2
12901860752,-3,2,-3,4,1,0,-2,-1
12901874402,-2,0,-2,-3,-4,-1,-1,1
12901874402,-1,-4,-12,2,2,0,-1,1
12901875089,2,24,19,0,0,1,0,1
12901875089,-1,-7,-4,-1,-1,-3,-2,-3
12901896826,-1,-2,6,5,-1,-2,-1,-2
12901896826,0,2,-9,-10,-3,-1,0,-1
12901897628,-3,-30,-14,-2,0,-1,-3,-1
12901897628,4,11,17,4,-3,-1,-1,0
12901920155,0,0,-9,0,0,1,-1,-2
12901920155,0,-1,9,5,-2,0,-2,-2
12901920790,-2,-12,-26,-14,-1,-1,-1,-2
12901920790,-1,-5,19,2,0,-3,-2,0
12901934440,-1,-3,-15,0,-4,-3,-1,-1
12901934440,-3,-6,1,0,0,0,0,1
12901935091,1,11,9,1,0,0,1,-2
12901935091,0,-7,-17,1,-1,1,-1,0
12901956915,-1,7,4,-4,-1,0,0,-1
12901956915,-1,-6,2,-2,-4,-2,-3,-2
12901957658,-2,3,7,-1,-1,-1,-3,-2
